id,availability,condition,description,image_link,link,title,price,sale_price,brand
"306B","in stock","new","Intense is the name of the game with this buildable liquid highlighter that delivers a multi-shimmer glow thanks to its shimmering pearl pigments. The hydrating formula is infused with powerhouses like Murumuru Seed Butter, Grapeseed Oil, and Vitamin E to help smooth out the skin’s texture. You’ll look radiant–even after a sleepless night.","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/3/0/306b_2_1.png","https://stage-glamazle.hyperx.cloud/wet-n-wild-megaglo-liquid-highlighter-guilded-glow.html?___store=default","WET N WILD MegaGlo Liquid Highlighter - Guilded Glow","44.000000","36.000000","Wet N Wild"
"SB-LC002","in stock","new","Liquid Chrome Illuminating Drops come in a variety of shades perfect for creating dewy radiant complexions, extreme highlighting, bronzing and strobing. Use on both face and body for an all over glow.
&nbsp;
Liquid Chrome Drops are made with the best possible ingredients sourced from Italy. SUVA Beauty&rsquo;s new innovative formula is enriched with pomegranate extracts, vitamin E and natural emollients. A highlighter that&rsquo;s good for your skin!
&nbsp;
Our clinically tested formula includes many nourishing ingredients that are good for your delicate skin.
Available in six amazing shades!
&nbsp;
SUGGESTED USAGE:


Shake well before use.


Apply evenly to face for an all-over glow or wear it on the high points of the face (cheekbones, browbone, bridge of the nose and cupid&rsquo;s bow).


Mix drops in with your favorite moisturizer or foundation for a dewy skin finish.


For an even more dramatic glow, apply as a final step on cheekbones after full makeup application.

Pairs perfectly with the SUVA shimmer eyeshadows.&nbsp;

&nbsp;
FUNCTION/ USAGE:


Apply as a highlighter to the high points of the face and body: cheekbones, brow bone, bridge of nose, above the upper lip, collarbone, and shoulders


Mix highlighter into foundation for radiant and bright skin


Mix highlighting drops in with moisturizer and apply all over for that sun-kissed look. This is great for the beach or when you head away to sunny vacation destinations


Add a drop of liquid highlighter over your lips for a chrome glossy finish


Using a small blending brush apply a dot the center of your eyelids and inner corners.


Formulated Without: &nbsp;- Parabens Free- Sulfates Free- Phthalates Free- Gluten Free
Liquid Chrome Drops are 100% cruelty-free and vegan.
15 mL/0.5 Fl. oz.
&nbsp;
INGREDIENTS/ INGR&Eacute;DIENTS:ISODODECANE, HYDROGENATED VEGETABLE OIL, HYDROGENATED POLYDECENE, MICA, SILICA DIMETHYL SILYLATE, HYDROGENATED STYRENE/ISOPRENE COPOLYMER, PUNICA GRANATUM FRUIT EXTRACT, GLYCERIN, TOCOPHERYL ACETATE, SODIUM HYALURONATE, LECITHIN, TOCOPHEROL, ASCORBYL PALMITATE, CITRIC ACID, AQUA (WATER/EAU), OCTOCRYLENE, TIN OXIDE, PHENOXYETHANOL, TROPOLONE&nbsp;
MAY CONTAIN/PEUT CONTENIR:&nbsp;(+/-) CI 77891 (TITANIUM DIOXIDE), CI 77491 (IRON OXIDES), CI 77492 (IRON OXIDES), CI 77499 (IRON OXIDES), CI 77742 (MANGANESE VIOLET), CI 77007 (ULTRAMARINES), CI 77510 (FERRIC AMMONIUM FERROCYANIDE), CI 42090 (BLUE 1 LAKE), CI 19140 (YELLOW 5 LAKE), CI 15850 (RED 7 LAKE), CI 15850 (RED 6)
Made in Italy","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/c/6/c65fa59e-8bad-4243-a101-f142d05f90de_f8da4862-324d-4dec-a139-161d02014b1f.jpg","https://stage-glamazle.hyperx.cloud/suva-beauty-liquid-chrome-imperial.html?___store=default","Suva Beauty Liquid Chrome - IMPERIAL","86.000000","70.000000","Suva Beauty"
"SB-LC003","out of stock","new","Liquid Chrome Illuminating Drops come in a variety of shades perfect for creating dewy radiant complexions, extreme highlighting, bronzing and strobing. Use on both face and body for an all over glow.
&nbsp;
Liquid Chrome Drops are made with the best possible ingredients sourced from Italy. SUVA Beauty&rsquo;s new innovative formula is enriched with pomegranate extracts, vitamin E and natural emollients. A highlighter that&rsquo;s good for your skin!
&nbsp;
Our clinically tested formula includes many nourishing ingredients that are good for your delicate skin.
Available in six amazing shades!
&nbsp;
SUGGESTED USAGE:


Shake well before use.


Apply evenly to face for an all-over glow or wear it on the high points of the face (cheekbones, browbone, bridge of the nose and cupid&rsquo;s bow).


Mix drops in with your favorite moisturizer or foundation for a dewy skin finish.


For an even more dramatic glow, apply as a final step on cheekbones after full makeup application.

Pairs perfectly with the SUVA shimmer eyeshadows.&nbsp;

&nbsp;
FUNCTION/ USAGE:


Apply as a highlighter to the high points of the face and body: cheekbones, brow bone, bridge of nose, above the upper lip, collarbone, and shoulders


Mix highlighter into foundation for radiant and bright skin


Mix highlighting drops in with moisturizer and apply all over for that sun-kissed look. This is great for the beach or when you head away to sunny vacation destinations


Add a drop of liquid highlighter over your lips for a chrome glossy finish


Using a small blending brush apply a dot the center of your eyelids and inner corners.


Formulated Without: &nbsp;- Parabens Free- Sulfates Free- Phthalates Free- Gluten Free
Liquid Chrome Drops are 100% cruelty-free and vegan.
15 mL/0.5 Fl. oz.
&nbsp;
INGREDIENTS/ INGR&Eacute;DIENTS:ISODODECANE, HYDROGENATED VEGETABLE OIL, HYDROGENATED POLYDECENE, MICA, SILICA DIMETHYL SILYLATE, HYDROGENATED STYRENE/ISOPRENE COPOLYMER, PUNICA GRANATUM FRUIT EXTRACT, GLYCERIN, TOCOPHERYL ACETATE, SODIUM HYALURONATE, LECITHIN, TOCOPHEROL, ASCORBYL PALMITATE, CITRIC ACID, AQUA (WATER/EAU), OCTOCRYLENE, TIN OXIDE, PHENOXYETHANOL, TROPOLONE&nbsp;
MAY CONTAIN/PEUT CONTENIR:&nbsp;(+/-) CI 77891 (TITANIUM DIOXIDE), CI 77491 (IRON OXIDES), CI 77492 (IRON OXIDES), CI 77499 (IRON OXIDES), CI 77742 (MANGANESE VIOLET), CI 77007 (ULTRAMARINES), CI 77510 (FERRIC AMMONIUM FERROCYANIDE), CI 42090 (BLUE 1 LAKE), CI 19140 (YELLOW 5 LAKE), CI 15850 (RED 7 LAKE), CI 15850 (RED 6)
Made in Italy","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/a/2/a23cf00c-7d64-443b-a7f7-211036e00a1f_fbadb790-1127-4817-9b05-2041e5d440da.jpg","https://stage-glamazle.hyperx.cloud/suva-beauty-liquid-chrome-imperial-8776.html?___store=default","Suva Beauty Liquid Chrome - OPULANCE","86.000000","70.000000","Suva Beauty"
"MD-relax","out of stock","new","It's time to unwind- you deserve it. Do it right with our Relax Clay Mask, which is crafted with a blend of chamomile, lavender and essential natural oils to soften and hydrate the skin, leaving a youthful glow and a fresh floral scent. By soothing, cleansing, and moisturizing, this mask is formulated to improve your skins tone and texture. The skin-perfecting secret lies in our unique blend of purifying French Pink Clay, transformative natural roots, and restorative flowers.Key Benefits:&nbsp;Reduces Scars and Discolorations&nbsp;Restores Skin's Tone and Texture&nbsp;Reduces Redness and Inflammation&nbsp;Prevents Wrinkles and Fine Lines&nbsp;Ingredients
Directions to Use
1. Its recommended to use one face mask every 2-6 days depending on your skin type. For Sensitive/Dry skin, its best&nbsp; to start with one mask every 4-6 days. For normal/Combination skin, you can a mask every 2-3 Days.&nbsp;
2. In a Bowl, mix a spoonful of powder with a few drops of liquid to activate the mask. Apply to a clean face.
3. Allow 10-15 minutes for mask to dry.
4. Gently rinse with warm water and pat face dry.&nbsp;
&nbsp;
All Natural, Vegan and Cruelty Free.&nbsp;
&nbsp;","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/r/e/relax-2t.jpg","https://stage-glamazle.hyperx.cloud/muddy-body-relax-clay-mask.html?___store=default","Muddy Body Relax Clay Mask","102.000000","50.000000","Muddy Body"
"MD-elixir","out of stock","new","Get your glow on with Muddy GLOW, an ultra luxurious facial elixir that revitalizes and replenishes for a flawless, lit-from-within complexion. Our lightweight Elixir is uniquely formulated with 24k gold, along with a powerful blend of active botanicals, rose hip seed oil, and Abyssinian oil. Abyssinian oil is rich in Omega 3 &amp; 6 fatty acids that reinforce the skin's natural lipid barrier and restore hydration for luminous, supple, glowing skin.
How to use:
1.formulated with a blend of active botanicals, rosehip seed oil, and Abyssinian oil, Muddy Glow is an effective light weight moisturizer that can be used daily. Rosehips are known to lighten dark spots and reduce the appearance of wrinkles and scarring. Abyssinian oil is rich in Omega 3 and 6 fatty acids that reinforce the skins natural lipid barrier and restore hydration for luminous, supple, glowing skin.
2. Mix with Foundaiton - mix 2-3 drops of Muddy Glow with your foundation for a more natural, dewy finish.
&nbsp;
Shake well&nbsp;before application. Smooth over clean face and neck with fingertips until thoroughly absorbed. Use daily.&nbsp;Caution:&nbsp;Avoid contact with eyes. Discontinue use if irritation occurs. For external use only.*Muddy Body products are produced in small batches to insure quality. The amount of 24k gold flakes may vary from batch to batch.","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/g/l/glow-3t.jpg","https://stage-glamazle.hyperx.cloud/muddy-body-glow-skin-perfecting-elixir.html?___store=default","Muddy Body Glow Skin Perfecting Elixir","161.000000","99.000000","Muddy Body"
"MD-chill","in stock","new","Chill Clay Mask&nbsp;by Muddy Body.
Get your skin ready to take on Winter! With a smooth and luxurious consistency, this mask will leave your skin feeling silky and restored! Jam-packed with vitamins and antioxidants, Chill is specifically formulated to target dry, winter skin. Promoting a healthy and nourishing glow, this minty winter blend will be sure to leave both your skin and senses happy!
Key Benefits:-&nbsp;Nourishes and moisturize skin-&nbsp;Replenish dull skin with essential fatty acids-&nbsp;Protects skin from premature aging-&nbsp;Treats darks spots&nbsp;
How to use:&nbsp;1.&nbsp;In a bowl, mix a spoonful of powder with a few drops of liquid* to activate mask.Apply to face and allow 10-15 minutes for mask to dry, then rinse with warm water.2.&nbsp;*In addition to water, try activating mask with tea, rosewater, yogurt, honey, or apple cider vinegar.
For the best results, Muddy Body recommends masking every 2-6 days, depending on your skin type.
100% Natural&nbsp;Ingredients:&nbsp;Kaolin&nbsp;Clay, Maranta Arundinacea (Arrowroot) Powder, Carthamus Tincturius (Safflower) Oil Powder, Myrciaria Dubia (Camu Camu) Fruit Powder, Vanilla Planifolia (Vanilla) Powder, Vitamin C, Mentha Piperita (Peppermint) Powder.&nbsp;
Product Type: Clay Face MaskFor Use On: FaceVolume: 2oz / 60g
100% Cruelty-Free&nbsp;and Vegan. Made in the USA.","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/c/h/chill.jpg","https://stage-glamazle.hyperx.cloud/muddy-body-chill-clay-mask.html?___store=default","Muddy Body Chill Clay Mask","102.000000","30.000000","Muddy Body"
"681619812194","in stock","new","Intro’dew’sing Mary-Dew and Bonnie-Dew Manizer, the newest additions to our multi-tasking highlighter family! Creamy yet lightweight, these glow-getters can be worn alone on the eyes, cheekbones and cupid's bow for an intense highlight. Add some sheen to your favorite lip colors by dabbing on top of your lip look. Mix with moisturizer, primer, or foundation for a radiant dewy finish. If being too gorgeous is a crime, we’ll “dew” the time!","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/1/1/11672693-1364552177978311.jpg","https://stage-glamazle.hyperx.cloud/thebalm-bonnie-dew-manizer.html?___store=default","TheBalm Bonnie Dew Manizer","55.000000","44.000000","TheBalm"
"681619812132","in stock","new","ntro’dew’sing Mary-Dew and Bonnie-Dew Manizer, the newest additions to our multi-tasking highlighter family! Creamy yet lightweight, these glow-getters can be worn alone on the eyes, cheekbones and cupid's bow for an intense highlight. Add some sheen to your favorite lip colors by dabbing on top of your lip look. Mix with moisturizer, primer, or foundation for a radiant dewy finish. If being too gorgeous is a crime, we’ll “dew” the time!","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/t/h/thebalm-mary-dew-manizer-liquid-highlighter-5-5ml-p10623-14090_image_1024x1024.jpg","https://stage-glamazle.hyperx.cloud/thebalm-mary-dew-manizer.html?___store=default","TheBalm Mary Dew Manizer","55.000000","44.000000","TheBalm"
"681619811708","in stock","new","Good looks run in the family! Introducing Bonnie-Lou Manizer from theBalm Cosmetics. This gorgeous, gilded glow-getter is an all-in-one highlighter, shadow, and shimmer! With a buttery texture and high pigmented payoff, rest assured you’ve got nothing to ‘lou’s!","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/b/o/bonnie-lou_img1_dc3189b4-2261-4ad0-8e65-d03081cbb9d2_1024x1024.jpg","https://stage-glamazle.hyperx.cloud/thebalm-bonnie-lou-manizer.html?___store=default","TheBalm Bonnie Lou Manizer","91.000000","79.000000","TheBalm"
"681619812118","out of stock","new","Introducing the Meet Matt(e) Shmaker eyeshadow palette from theBalm Cosmetics! Featuring a perfectly paired selection of 6 matte and 6 shimmer shadows, this palette's sure to melt your heart. Get 'set-up' for success with shades that are highly pigmented, triple milled and velvety smooth.
Matte Shades:&nbsp;Matt Lemos, Matt Shahvaran, Matt Stupak, Matt Campbell, Matt Synder, Matt Wong.
Shimmer Shades:&nbsp;Pat Lemos, Kate Shahvaran, Alex Stupak, Lisa Campbell, Rose Snyder. Jamie Wong.","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/t/h/thebalm-meet-matte-shmaker-eyeshadow-palette.jpg","https://stage-glamazle.hyperx.cloud/thebalm-meet-matt-e-shmaker.html?___store=default","TheBalm Meet Matt(e) Shmaker","112.000000","56.000000","TheBalm"
"681619810336","in stock","new","Introducing Foiled Again... - a palette from theBalm that&rsquo;s sure to catch &lsquo;Your Eye&rsquo;! Featuring a selection of eight supernatural shiny shades and four 'marvel'-ous mattes, this palette knows how to save the day! Embrace your alter ego by transforming these wet or dry formulas. Foiled Again... will be sure to pack a punch!
&nbsp;
AVAILABLE COLORS:- MAYHEM - light gold (metallic and foil),- BUSTED - old gold (metallic and foil),- CAHOOTS - gray with a hint of bronze (metallic and foil),- BEHIND BARS - dark gray (metallic and foil),- GUILTY - dark pink with a hint of red (metallic and foil),- RED-HANDED - pink-copper (metallic and foil),- CAPTURED - pearly pink (metallic and foil),- LOCKED UP - very light violet with a hint of silver (metallic and foil),- UNMASKED - warm brown (matte),- ARRESTED - light beige (matte base shadow),- SEIZED - dark brown (matte),- INCARCERATED - light gray-brown (matte).","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/t/h/thebalm_foiled-again__64318.1511980786.jpg","https://stage-glamazle.hyperx.cloud/thebalm-foiled-again-palette.html?___store=default","TheBalm Foiled Again Palette","129.000000","64.000000","TheBalm"
"CL2","in stock","new","Buildable, medium to full coverage High Definition Liquid Foundation provides a seamless &amp; flawless application. This hydrating &amp; ultra-long wearing formula blurs fine lines &amp; pores to ensure a luxurious, velvety finish, yet leaving natural vibrancy on the skin. &nbsp;Enriched with hydrating components, this anti crease &amp; anti flake formula glides on practically invisible for on-screen and real life wear. Paraben-free, suitable for all skin types.
&nbsp;
Suggested Application
Use your favourite face primer to clean skin. Stipple 1 pump of foundation all over the face with a kabuki or dense foundation brush, blending into the perimeter of the face. To build coverage, repeat &amp; reapply one- half pump on top of the existing layer. Wait thirty seconds in between each layer. Set with your favourite loose powder or pressed powder, followed by a makeup setting spray.
&nbsp;
Ingredients:
&nbsp;Aqua, Cyclopentasiloxane, PEG/PPG-18/18 Dimethicone, Cetyl PEG/PPG-10/1 Dimethicone, Isododecane, Dimethicone, Glycerin, Butylene Glycol, PEG-10 Dimethicone, Polysilicone-11, Dimethicone/Vinyl Dimethicone Crosspolymer, Disteardimonium Hectorite, Phenoxyethanol, Tribehenin, Sorbitan Sesquioleate, Propylene Carbonate, Disodium Stearoyl Glutamate, Aluminum Dimyristate, Triethoxycaprylylsilane, Sodium Chloride, Tocopheryl Acetate, Disodium EDTA
May Contain [+/-]: Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499).","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/c/l/cl2.jpg","https://stage-glamazle.hyperx.cloud/doll-me-up-hd-foundations-porcelain.html?___store=default","Doll Me Up HD Foundations - Porcelain","160.000000","59.000000","Doll Me Up"
"CL3","in stock","new","Buildable, medium to full coverage High Definition Liquid Foundation provides a seamless &amp; flawless application. This hydrating &amp; ultra-long wearing formula blurs fine lines &amp; pores to ensure a luxurious, velvety finish, yet leaving natural vibrancy on the skin. &nbsp;Enriched with hydrating components, this anti crease &amp; anti flake formula glides on practically invisible for on-screen and real life wear. Paraben-free, suitable for all skin types.
&nbsp;
Suggested Application
Use your favourite face primer to clean skin. Stipple 1 pump of foundation all over the face with a kabuki or dense foundation brush, blending into the perimeter of the face. To build coverage, repeat &amp; reapply one- half pump on top of the existing layer. Wait thirty seconds in between each layer. Set with your favourite loose powder or pressed powder, followed by a makeup setting spray.
&nbsp;
Ingredients:
&nbsp;Aqua, Cyclopentasiloxane, PEG/PPG-18/18 Dimethicone, Cetyl PEG/PPG-10/1 Dimethicone, Isododecane, Dimethicone, Glycerin, Butylene Glycol, PEG-10 Dimethicone, Polysilicone-11, Dimethicone/Vinyl Dimethicone Crosspolymer, Disteardimonium Hectorite, Phenoxyethanol, Tribehenin, Sorbitan Sesquioleate, Propylene Carbonate, Disodium Stearoyl Glutamate, Aluminum Dimyristate, Triethoxycaprylylsilane, Sodium Chloride, Tocopheryl Acetate, Disodium EDTA
May Contain [+/-]: Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499).","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/c/l/cl3.jpg","https://stage-glamazle.hyperx.cloud/doll-me-up-hd-foundations-medium-beige.html?___store=default","Doll Me Up HD Foundations - Medium Beige","160.000000","59.000000","Doll Me Up"
"CL5","in stock","new","Buildable, medium to full coverage High Definition Liquid Foundation provides a seamless &amp; flawless application. This hydrating &amp; ultra-long wearing formula blurs fine lines &amp; pores to ensure a luxurious, velvety finish, yet leaving natural vibrancy on the skin. &nbsp;Enriched with hydrating components, this anti crease &amp; anti flake formula glides on practically invisible for on-screen and real life wear. Paraben-free, suitable for all skin types.
&nbsp;
Suggested Application
Use your favourite face primer to clean skin. Stipple 1 pump of foundation all over the face with a kabuki or dense foundation brush, blending into the perimeter of the face. To build coverage, repeat &amp; reapply one- half pump on top of the existing layer. Wait thirty seconds in between each layer. Set with your favourite loose powder or pressed powder, followed by a makeup setting spray.
&nbsp;
Ingredients:
&nbsp;Aqua, Cyclopentasiloxane, PEG/PPG-18/18 Dimethicone, Cetyl PEG/PPG-10/1 Dimethicone, Isododecane, Dimethicone, Glycerin, Butylene Glycol, PEG-10 Dimethicone, Polysilicone-11, Dimethicone/Vinyl Dimethicone Crosspolymer, Disteardimonium Hectorite, Phenoxyethanol, Tribehenin, Sorbitan Sesquioleate, Propylene Carbonate, Disodium Stearoyl Glutamate, Aluminum Dimyristate, Triethoxycaprylylsilane, Sodium Chloride, Tocopheryl Acetate, Disodium EDTA
May Contain [+/-]: Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499).","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/c/l/cl5.jpg","https://stage-glamazle.hyperx.cloud/doll-me-up-hd-foundations-mocha.html?___store=default","Doll Me Up HD Foundations - Mocha","160.000000","59.000000","Doll Me Up"
"CL7","in stock","new","Buildable, medium to full coverage High Definition Liquid Foundation provides a seamless &amp; flawless application. This hydrating &amp; ultra-long wearing formula blurs fine lines &amp; pores to ensure a luxurious, velvety finish, yet leaving natural vibrancy on the skin. &nbsp;Enriched with hydrating components, this anti crease &amp; anti flake formula glides on practically invisible for on-screen and real life wear. Paraben-free, suitable for all skin types.
&nbsp;
Suggested Application
Use your favourite face primer to clean skin. Stipple 1 pump of foundation all over the face with a kabuki or dense foundation brush, blending into the perimeter of the face. To build coverage, repeat &amp; reapply one- half pump on top of the existing layer. Wait thirty seconds in between each layer. Set with your favourite loose powder or pressed powder, followed by a makeup setting spray.
&nbsp;
Ingredients:
&nbsp;Aqua, Cyclopentasiloxane, PEG/PPG-18/18 Dimethicone, Cetyl PEG/PPG-10/1 Dimethicone, Isododecane, Dimethicone, Glycerin, Butylene Glycol, PEG-10 Dimethicone, Polysilicone-11, Dimethicone/Vinyl Dimethicone Crosspolymer, Disteardimonium Hectorite, Phenoxyethanol, Tribehenin, Sorbitan Sesquioleate, Propylene Carbonate, Disodium Stearoyl Glutamate, Aluminum Dimyristate, Triethoxycaprylylsilane, Sodium Chloride, Tocopheryl Acetate, Disodium EDTA
May Contain [+/-]: Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499).","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/c/l/cl7.jpg","https://stage-glamazle.hyperx.cloud/doll-me-up-hd-foundations-caramel.html?___store=default","Doll Me Up HD Foundations - Caramel","160.000000","59.000000","Doll Me Up"
"CL9","in stock","new","Buildable, medium to full coverage High Definition Liquid Foundation provides a seamless &amp; flawless application. This hydrating &amp; ultra-long wearing formula blurs fine lines &amp; pores to ensure a luxurious, velvety finish, yet leaving natural vibrancy on the skin. &nbsp;Enriched with hydrating components, this anti crease &amp; anti flake formula glides on practically invisible for on-screen and real life wear. Paraben-free, suitable for all skin types.
&nbsp;
Suggested Application
Use your favourite face primer to clean skin. Stipple 1 pump of foundation all over the face with a kabuki or dense foundation brush, blending into the perimeter of the face. To build coverage, repeat &amp; reapply one- half pump on top of the existing layer. Wait thirty seconds in between each layer. Set with your favourite loose powder or pressed powder, followed by a makeup setting spray.
&nbsp;
Ingredients:
&nbsp;Aqua, Cyclopentasiloxane, PEG/PPG-18/18 Dimethicone, Cetyl PEG/PPG-10/1 Dimethicone, Isododecane, Dimethicone, Glycerin, Butylene Glycol, PEG-10 Dimethicone, Polysilicone-11, Dimethicone/Vinyl Dimethicone Crosspolymer, Disteardimonium Hectorite, Phenoxyethanol, Tribehenin, Sorbitan Sesquioleate, Propylene Carbonate, Disodium Stearoyl Glutamate, Aluminum Dimyristate, Triethoxycaprylylsilane, Sodium Chloride, Tocopheryl Acetate, Disodium EDTA
May Contain [+/-]: Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499).","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/c/l/cl9.jpg","https://stage-glamazle.hyperx.cloud/doll-me-up-hd-foundations-amber.html?___store=default","Doll Me Up HD Foundations - Amber","160.000000","59.000000","Doll Me Up"
"CL11","in stock","new","Buildable, medium to full coverage High Definition Liquid Foundation provides a seamless &amp; flawless application. This hydrating &amp; ultra-long wearing formula blurs fine lines &amp; pores to ensure a luxurious, velvety finish, yet leaving natural vibrancy on the skin. &nbsp;Enriched with hydrating components, this anti crease &amp; anti flake formula glides on practically invisible for on-screen and real life wear. Paraben-free, suitable for all skin types.
&nbsp;
Suggested Application
Use your favourite face primer to clean skin. Stipple 1 pump of foundation all over the face with a kabuki or dense foundation brush, blending into the perimeter of the face. To build coverage, repeat &amp; reapply one- half pump on top of the existing layer. Wait thirty seconds in between each layer. Set with your favourite loose powder or pressed powder, followed by a makeup setting spray.
&nbsp;
Ingredients:
&nbsp;Aqua, Cyclopentasiloxane, PEG/PPG-18/18 Dimethicone, Cetyl PEG/PPG-10/1 Dimethicone, Isododecane, Dimethicone, Glycerin, Butylene Glycol, PEG-10 Dimethicone, Polysilicone-11, Dimethicone/Vinyl Dimethicone Crosspolymer, Disteardimonium Hectorite, Phenoxyethanol, Tribehenin, Sorbitan Sesquioleate, Propylene Carbonate, Disodium Stearoyl Glutamate, Aluminum Dimyristate, Triethoxycaprylylsilane, Sodium Chloride, Tocopheryl Acetate, Disodium EDTA
May Contain [+/-]: Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499).","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/c/l/cl11.jpg","https://stage-glamazle.hyperx.cloud/doll-me-up-hd-foundations-med-light-porcelain.html?___store=default","Doll Me Up HD Foundations - Med Light Porcelain","160.000000","59.000000","Doll Me Up"
"CL12","in stock","new","Buildable, medium to full coverage High Definition Liquid Foundation provides a seamless &amp; flawless application. This hydrating &amp; ultra-long wearing formula blurs fine lines &amp; pores to ensure a luxurious, velvety finish, yet leaving natural vibrancy on the skin. &nbsp;Enriched with hydrating components, this anti crease &amp; anti flake formula glides on practically invisible for on-screen and real life wear. Paraben-free, suitable for all skin types.
&nbsp;
Suggested Application
Use your favourite face primer to clean skin. Stipple 1 pump of foundation all over the face with a kabuki or dense foundation brush, blending into the perimeter of the face. To build coverage, repeat &amp; reapply one- half pump on top of the existing layer. Wait thirty seconds in between each layer. Set with your favourite loose powder or pressed powder, followed by a makeup setting spray.
&nbsp;
Ingredients:
&nbsp;Aqua, Cyclopentasiloxane, PEG/PPG-18/18 Dimethicone, Cetyl PEG/PPG-10/1 Dimethicone, Isododecane, Dimethicone, Glycerin, Butylene Glycol, PEG-10 Dimethicone, Polysilicone-11, Dimethicone/Vinyl Dimethicone Crosspolymer, Disteardimonium Hectorite, Phenoxyethanol, Tribehenin, Sorbitan Sesquioleate, Propylene Carbonate, Disodium Stearoyl Glutamate, Aluminum Dimyristate, Triethoxycaprylylsilane, Sodium Chloride, Tocopheryl Acetate, Disodium EDTA
May Contain [+/-]: Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499).","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/c/l/cl12.jpg","https://stage-glamazle.hyperx.cloud/doll-me-up-hd-foundations-medium-porcelain.html?___store=default","Doll Me Up HD Foundations - Medium Porcelain","160.000000","59.000000","Doll Me Up"
"WL50","in stock","new","Buildable, medium to full coverage High Definition Liquid Foundation provides a seamless &amp; flawless application. This hydrating &amp; ultra-long wearing formula blurs fine lines &amp; pores to ensure a luxurious, velvety finish, yet leaving natural vibrancy on the skin. &nbsp;Enriched with hydrating components, this anti crease &amp; anti flake formula glides on practically invisible for on-screen and real life wear. Paraben-free, suitable for all skin types.
&nbsp;
Suggested Application
Use your favourite face primer to clean skin. Stipple 1 pump of foundation all over the face with a kabuki or dense foundation brush, blending into the perimeter of the face. To build coverage, repeat &amp; reapply one- half pump on top of the existing layer. Wait thirty seconds in between each layer. Set with your favourite loose powder or pressed powder, followed by a makeup setting spray.
&nbsp;
Ingredients:
&nbsp;Aqua, Cyclopentasiloxane, PEG/PPG-18/18 Dimethicone, Cetyl PEG/PPG-10/1 Dimethicone, Isododecane, Dimethicone, Glycerin, Butylene Glycol, PEG-10 Dimethicone, Polysilicone-11, Dimethicone/Vinyl Dimethicone Crosspolymer, Disteardimonium Hectorite, Phenoxyethanol, Tribehenin, Sorbitan Sesquioleate, Propylene Carbonate, Disodium Stearoyl Glutamate, Aluminum Dimyristate, Triethoxycaprylylsilane, Sodium Chloride, Tocopheryl Acetate, Disodium EDTA
May Contain [+/-]: Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499).","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/w/l/wl50.jpg","https://stage-glamazle.hyperx.cloud/doll-me-up-hd-foundations-light-ivory.html?___store=default","Doll Me Up HD Foundations - Light Ivory","160.000000","59.000000","Doll Me Up"
